query_order,round,flat_index,row_index,row_label,algorithm_index,algorithm,proposed_by_mu,proposed_by_ca,utility,cost_acquisition,predicted_runtime_mean,predicted_runtime_sd,affordable_repetitions,projected_gain,score,runtime
8367,164,15322,2188,6flu_DTK_B_404,6,smina,True,True,0.35904864,1.4370595,1.6471221,0,9472,3400.9087,0.99685739,0.53886405
8368,164,5116,730,2r0g_7CK_A_1355,6,smina,True,False,0.35904273,1.2346372,3.1177952,0,9472,3400.8527,0.98073989,2.83811
8369,164,13411,1915,5tbo_78Z_A_1001,6,smina,True,False,0.3590289,1.2810903,2.7217526,0,9472,3400.7218,0,5.8918649
8370,164,1189,169,1j0y_BGC_C_3601,6,smina,True,False,0.35902393,1.3506967,2.1983166,0,9472,3400.6747,0.25181758,0.99905697
8371,164,12998,1856,5m5a_KSA_A_404,6,smina,True,False,0.35902174,1.2175206,3.2704504,0,9472,3400.6539,0.99607813,4.6821117
8372,164,3177,453,1zdq_MSM_A_1507,6,smina,True,True,0.35900098,1.436298,1.6471221,0,9472,3400.4573,0,0.42021335
8373,164,6054,864,3qgz_ADN_A_127,6,smina,True,True,0.3589998,1.4361456,1.6471221,0,9472,3400.4461,0.98556684,2.1549066
8374,164,15315,2187,6flu_DTK_B_403,6,smina,True,True,0.35898818,1.4359933,1.6471221,0,9472,3400.336,0.96787132,0.55155939
8375,164,11150,1592,5cga_KP6_C_301,6,smina,True,False,0.35898181,1.357229,2.1480966,0,9472,3400.2757,0,1.0793684
8376,164,4661,665,2o7b_HC4_E_701,6,smina,True,False,0.3589768,1.1394369,4.06216,0,9472,3400.2282,0,2.402591
8377,164,2715,387,1uay_ADN_A_1001,6,smina,True,False,0.35897679,1.3815268,1.9830465,0,9472,3400.2281,0.98503771,2.3848195
8378,164,1791,255,1ne4_RP1_A_401,6,smina,True,False,0.35897403,1.354422,2.1644762,0,9472,3400.202,0,3.2267827
8379,164,4640,662,2o7b_HC4_A_701,6,smina,True,False,0.35895858,1.1380797,4.0733409,0,9472,3400.0556,0,1.986692
